model,framework,queries,final_pass_rate,delivery_rate,artifact_delivery_rate,official_delivery_rate,avg_tokens,avg_cost_usd,avg_runtime_seconds,tokens_total,cost_total_usd
gemma,solo_direct,90,0.17777777777777778,1.0,1.0,1.0,8183.422222222222,0.001307071222222222,112.96224444444445,736508,0.11763641
gemma,solo_cot,90,0.16666666666666666,1.0,1.0,1.0,8277.31111111111,0.0013111034444444444,77.40030333333333,744958,0.11799931
gemma,solo_self_refine,90,0.16666666666666666,1.0,1.0,1.0,16338.677777777777,0.002619978222222222,104.69322444444444,1470481,0.23579804
gemma,planner_executor,90,0.12222222222222222,1.0,1.0,1.0,15310.233333333334,0.0024526789999999997,75.20487111111112,1377921,0.22074111
gemma,metagpt_sequential,67,0.14925373134328357,1.0,1.0,1.0,17721.731343283584,0.0028648497014925377,140.9980671641791,1187356,0.19194493
gemma,stigmergiagentic_c3,90,0.2111111111111111,0.6444444444444445,1.0,0.6444444444444445,23080.144444444446,0.0037071364444444446,0.0,2077213,0.33364228
